Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Software Engineer - MLOps,2025-06-06,https://jobright.ai/jobs/info/6843816acc523411f09e8d8d?utm_source=1100&utm_campaign=ml,Hybrid,"Rochester, MN",Mayo Clinic,10000+,"Biotechnology,Health Care",$91K-$140K /yr,"1. Bachelor's Degree in Computer Science/Engineering or related field; Or an Associates’ degree in Computer Science/Engineering or related field with an additional 2 years of experience as described below.
2. Have working knowledge and experience of Software Engineering with a minimum of internships and a minimum of 1 yr. of experience, or 2yrs of experience coding applications or services in a high-level language (C, C++, Golang, Java, C# etc.).
3. Demonstrated problem solving and time management skills.
4. Possesses strong technical aptitude for designing and implementing software solutions.
5. Experience with modern application development frameworks.
...",no,
Machine Learning Engineer Graduate (E-Commerce Knowledge Graph - CV/Multimodal/NLP) -2025 Start (PhD),2025-06-06,https://jobright.ai/jobs/info/682648301ff0402117fb6f58?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$129K-$195K /yr,"1. PhD degree in Computer Science or a related technical field. Recent graduates are highly encouraged to apply!
2. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.
3. Passion or exposure to areas like machine learning, NLP (Natural Language Processing), multimodal systems, and computer vision.
4. Familiarity with or coursework related to programming languages like C++, Python, Go, or Java.
5. Strong teamwork and communication skills. Any hands-on experience or group projects in relevant technical scenarios will be a plus!",no,yes
Machine Learning Engineer - Systems,2025-06-06,https://jobright.ai/jobs/info/68434f6e2737abba8d975cc5?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
San Francisco, CA
San Diego, CA",Altos Labs,251-500,"Biopharma,Biotechnology",$150K-$242K /yr,"1. M.S. or Ph.D. in Computer Science, or related quantitative field, or equivalent technical experience
2. Candidates should have 1-4 years of relevant industry and/or academic experience
3. Experience with large scale machine learning tools and infrastructure
4. Experience applying software engineering practices in a scientific environment, collaborating with cross-functional teams
5. Strong written and verbal communication skills",not sure,
"Staff Engineer, Industrial Engineering - Data Science / AI/ML/Analytics",2025-06-06,https://jobright.ai/jobs/info/68433d14f0482b9d99de5272?utm_source=1100&utm_campaign=ml,On Site,"951 Sandisk Dr, Milpitas, CA",Sandisk,5001-10000,"Data Storage,Manufacturing",$89165-$126300 /yr,"1. PHD in Operation Research or Master’s degree in Industrial Engineering, Supply chain and Operations
2. Understanding and Implementation of supply chain planning systems and process
3. 1-3 years of work experience in Data science projects in Supply Chain and Operations
4. Good knowledge of AI/ML and Experience in creating models based on AI/ML
5. Effective interpersonal skills, ability to influence others, drive new initiatives and way of thinking in the organization
...",not sure,
Machine Learning Engineer - Systems,2025-06-06,https://jobright.ai/jobs/info/684336d3dd7812a8d8e73d85?utm_source=1100&utm_campaign=ml,On Site,"San Francisco Bay Area, CA",Altos Labs,251-500,"Biopharma,Biotechnology",$153000-$207000 /yr,"1. M.S. or Ph.D. in Computer Science, or related quantitative field, or equivalent technical experience
2. Candidates should have 1-4 years of relevant industry and/or academic experience
3. Experience with large scale machine learning tools and infrastructure
4. Experience applying software engineering practices in a scientific environment, collaborating with cross-functional teams
5. Strong written and verbal communication skills",not sure,
Generative AI Analyst,2025-06-06,https://jobright.ai/jobs/info/682682382f2532ce6091fe5e?utm_source=1100&utm_campaign=ml,On Site,"New York, NY",Simulmedia,51-100,"Ad Targeting,Advertising",$50K-$60K /yr,"1. Bachelor's degree in Computer Science, Business, Data Science, or related field
2. 0-2 years of professional experience (personal projects, coursework, and self-directed learning highly valued)
3. Demonstrated passion for GenAI and LLMs through personal projects, online courses, or contributions
4. Basic understanding of machine learning concepts and natural language processing
5. Experience with AI platforms and tools (e.g., OpenAI, Anthropic, Hugging Face, etc.)
...",not sure,yes
Machine Learning Engineer Graduate (E-Commerce Recommendation/Search Alliance) - 2025 Start (MS),2025-06-06,https://jobright.ai/jobs/info/682648301ff0402117fb6f4d?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$168K /yr,"1. Master's degree in Computer Science, Engineering, Operations Research, or related fields.
2. Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline
3. Thorough understanding of data structures and algorithms, with excellent problem-solving ability.
4. Deep Understanding of machine learning, statistics, scaling distributed computing, and big data engineering",not sure,yes
"Bilingual Machine Learning Data Associate - Italian (Remote), Customer Engagement Technology",2025-06-06,https://jobright.ai/jobs/info/68393120d5ca74b01ecd6732?utm_source=1100&utm_campaign=ml,Remote,"California, United States",Amazon,10000+,"Crowdsourcing,Delivery",$33K-$70K /yr,"1. Fluency in Italian and English (verbal and written communication)
2. 1+ years business experience in localization and translation
3. Strong attention to details
4. Exceptional communicational skills
5. Customer service experience
...",not sure,
"Applied Scientist I, AMZL Learning Product and Science",2025-06-06,https://jobright.ai/jobs/info/67ed0e211462ab8c61a11948?utm_source=1100&utm_campaign=ml,On Site,"Bellevue, WA",Amazon,10000+,"Crowdsourcing,Delivery",$129400-$212800 /yr,"1. PhD in computer science, computer engineering, or related field
2. Experience in state-of-the-art deep learning models architecture design and deep learning training and optimization and model pruning
3. Experience programming in Java, C++, Python or related language
4. 1+ years of CS, CE, ML or related field experience",not sure,
AI Trainer - Advanced Java Developers (US & Canada),2025-06-06,https://jobright.ai/jobs/info/680992e4da0906419c45795b?utm_source=1100&utm_campaign=ml,Remote,"New York, NY",Prolific,101-250,"Crowdsourcing,Market Research",$40-$40 /hr,"1. Java developer skills and verifiable professional experience as a Java developer
2. A willingness to take our skills verification test to assess your suitability for our Domain Expert participant pool
3. Strong attention to detail and the ability to concentrate on complex tasks for up to one hour at a time
4. A reliable and fast internet connection and access to a computer
5. A willingness to self-declare your earnings, as our participants are self-employed
...",not sure,
AI Trainer - Advanced SQL Developers (US & Canada),2025-06-06,https://jobright.ai/jobs/info/680992e4da0906419c457965?utm_source=1100&utm_campaign=ml,Remote,"New York, NY",Prolific,101-250,"Crowdsourcing,Market Research",$40-$40 /hr,"1. SQL developer skills and verifiable professional experience as a SQL developer
2. A willingness to take our skills verification test to assess your suitability for our Domain Expert participant pool
3. Strong attention to detail and the ability to concentrate on complex tasks for up to one hour at a time
4. A reliable and fast internet connection and access to a computer
5. A willingness to self-declare your earnings, as our participants are self-employed
...",not sure,
Algorithm Engineer (Deep Learning/C++)(E),2025-06-06,https://jobright.ai/jobs/info/682ebab50bfb6ee98aae4b4e?utm_source=1100&utm_campaign=ml,On Site,"Ann Arbor, MI",KLA,10000+,"Electronics,Information Technology",$65K-$111K /yr,"1. Bachelor's Level Degree
2. 0 years related work experience",not sure,yes
AI Engineer - Front End,2025-06-06,https://jobright.ai/jobs/info/6837dd4c3c232126f2916c2b?utm_source=1100&utm_campaign=ml,On Site,"New York, United States",Lazard,1001-5000,"Advice,Asset Management",$110K-$130K /yr,"1. Minimum one year of professional work experience post-undergrad developing large-scale, AI-driven frontend applications is required
2. Expertise in front-end development using JavaScript, TypeScript, and frameworks like React, Next13/14, Angular, or Vue.js
3. Deep knowledge of frontend UX/UI principles and experience integrating AI models into user interfaces
4. Proficiency with libraries and frameworks supporting GenAI applications, such as TensorFlow.js, LangChain (for front-end tooling), and LlamaIndex (for web interaction)
5. Experience designing and deploying frontend solutions optimized for cloud platforms like Azure, AWS, or GCP
...",no,
Machine Learning Engineer Graduate (Data-Search-TikTok.US - San Jose) - 2025 Start (BS/MS),2025-06-06,https://jobright.ai/jobs/info/67d1a0fb2b6df044cb0b74bc?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$177K /yr,"1. Current or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
2. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.
3. Proficient coding skills and strong algorithm & data structure basis.
4. Effective communication and teamwork skills.
5. Experience in one or more of the following areas: NLP, Ranking, Ads, search engine, recommender system, distributed system, and machine learning.",no,yes
Research Scientist Graduate (TikTok Recommendation-Large Recommender Models) - 2025 Start (PhD),2025-06-06,https://jobright.ai/jobs/info/67d1a0fb2b6df044cb0b74ca?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$145K-$335K /yr,"1. Ph.D. degree in Computer Science, Machine Learning, Artificial Intelligence, Statistics, or a related field.
2. Experience in one or more areas of recommender systems, machine learning, computer vision, or natural language processing.
3. Proficiency in programming skills, solid foundation in data structures and algorithms.
4. Strong familiarity with deep learning architectures such as transformers, CNNs, RNNs, LSTMs, etc.
5. Excellent analytical and problem-solving skills, with the ability to collaborate effectively in cross-functional teams.",not sure,yes
(General Hire) Machine Learning Engineer Graduate (Advertisement Team) - 2025 Start (BS/MS),2025-06-06,https://jobright.ai/jobs/info/67d18f95a2713a1406bc5050?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$114K-$250K /yr,"1. Bachelor's degree in Computer Science, Computer Engineering, or other relevant majors.
2. Excellent programming, debugging, and optimization skills in one or more general purpose programming languages, including but not limited to: Go, C/C++, Python.
3. Experience with deep learning and machine learning.
4. Ability to think critically and to formulate solutions to problems in a clear and concise way.",not sure,yes
LLM Research Scientist Graduate (eCommerce Recommendation)- 2025 Start (MS),2025-06-06,https://jobright.ai/jobs/info/680c9b9ab17403c3ff26c52f?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$114K-$168K /yr,"1. Final year or recent graduates with a background in Computer Science, related technical field or equivalent industry experience, with top artificial intelligence conference papers (NeurIPS, ICML, ICLR, CVPR, ACL, EMNLP, etc.) in machine learning (ML), computer vision (CV), natural language processing (NLP) and other fields.
2. Hands-on experience in one or more of the following areas: Large Language Models (LLM), Machine Learning, Deep Learning, Recommender Systems, Data Mining, or Natural Language Processing.
3. Excellent programming skills, data structure and algorithm skills, proficient in C/C++ or Python programming language.
4. Familiar with architecture and implementation of at least one mainstream machine learning programming framework (TensorFlow/PyTorch/MXNet).",not sure,yes
(General Hire) Research Scientist Graduate (TikTok Recommendation) - 2025 Start (PhD),2025-06-06,https://jobright.ai/jobs/info/682648301ff0402117fb6f33?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. PhD in Computer Science, Machine Learning, Artificial Intelligence, Statistics, or a related field.
2. Experience in one of more areas of computer vision, natural language processing and machine learning
3. Solid knowledge and experience with at least one major deep learning framework (e.g. PyTorch, Tensorflow, MXNet, Caffe/Caffe2).
4. Familiar with deep neural network architectures such as transformer/SSM/CNN/RNN/LSTM etc.
5. Strong analytical and problem solving skills.
...",not sure,yes
Machine Learning Engineer Graduate (Ads Core Global) - 2025 Start (BS/MS),2025-06-06,https://jobright.ai/jobs/info/682648301ff0402117fb6f38?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$114K-$250K /yr,"1. Graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
2. Must obtain work authorization in the country of employment at the time of hire, and maintain ongoing work authorization during employment.
3. Solid programming skills, proficient in C/C++ and Python. Familiar with basic data structure and algorithms. Familiar with Linux development environment.
4. Good theoretical grounding in machine learning/deep learning/algorithm concepts and techniques.
5. Familiar with architecture and implementation of at least one mainstream machine learning programming framework (TensorFlow/Pytorch/MXNet), familiar with its architecture and implementation mechanism.
...",no,yes
Machine Learning Engineer Graduate (TikTok E-Commerce - Conversational AI) -2025 Start (PhD),2025-06-06,https://jobright.ai/jobs/info/67cefc2960d1cff9791c0b76?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$157K /yr,"1. Currently pursuing PhD degree with majors in computer science, computer engineering, statistics, applied mathematics, data science or other related disciplines.
2. Large language models, natural language generation, machine translation, question answering, machine reading, information extraction, text mining and classification etc.
3. Familiar with at least one computer programming language, including but not limited to go/python/Java.
4. Experience of big data development, including but not limited to hive, spark.",not sure,yes
Machine Learning Engineer Graduate (E-Commerce Supply Chain & Logistics - CV/Multimodal) - 2025 Start (PhD),2025-06-05,https://jobright.ai/jobs/info/6843bded70b599af88a33b7c?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$145K-$250K /yr,"1. Master's or PhD degree in Computer Science, Engineering, Operations Research, or related fields.
2. Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline
3. Understanding of TensorFlow/PyTorch or similar training frameworks. Familiarity with mixed precision training, distributed training, and TensorRT deployment.",not sure,yes
Operator Packaging Machine ML - Grave A,2025-06-05,https://jobright.ai/jobs/info/6842425d4a3bbb8130471481?utm_source=1100&utm_campaign=ml,On Site,"Richland, WA",Lamb Weston,5001-10000,Hospitality,$25.33-$25.33 /hr,"1. High school diploma or general education degree (GED); or one to three months related experience and/or training; or equivalent combination of education and experience.
2. Must meet Sanitation qualification requirements.
3. Read, understand, and obey all plant rules and practices safety as outlined in the employee handbook.
4. Must be conscientious and consistent in his/her work.
5. Be knowledgeable of proper body mechanics and safe lifting techniques.
...",not sure,
AI Infrastructure Engineer - Multi-Cloud CDN Platform,2025-06-05,https://jobright.ai/jobs/info/6842600c4cd046127ec02e1d?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",ByteDance,10000+,"Content,Data Mining",$119K-$177K /yr,"1. Bachelor’s or Master’s degree in Computer Science, Electronics, Communication, Artificial Intelligence, or related fields.
2. Strong programming skills, proficient in Python, and familiarity with at least one deep learning framework such as PyTorch, TensorFlow, or JAX.
3. Academic or project-based experience with AI model deployment and optimization, especially large language models (LLMs), vector databases, RAG techniques, or prompt engineering.
4. Basic understanding of distributed systems, cloud-native technologies, and Kubernetes-based infrastructure.
5. Excellent analytical and problem-solving skills, with coursework or projects demonstrating the application of data-driven AI solutions.
...",not sure,
Machine Learning Developer,2025-06-05,https://jobright.ai/jobs/info/66e575ebc6a85a6501cdcaad?utm_source=1100&utm_campaign=ml,On Site,"New York, NY",The D. E. Shaw Group,1001-5000,"Financial Services,Real Estate",$250K-$350K /yr,"1. Strong knowledge of software engineering
2. Strong knowledge of machine learning
3. Strong knowledge of open-source machine learning ecosystems
4. A track record of building and applying high-performance machine learning systems",not sure,
Gen AI  Architect,2025-06-05,https://jobright.ai/jobs/info/68096c0fa6faad2b6efffc6c?utm_source=1100&utm_campaign=ml,Hybrid,"Dallas, TX",Cognizant,10000+,"Consulting,Industrial Automation",$141500-$166500 /yr,"1. Excellent verbal and written communication skills with ability to present complex AIML concepts to technical and executive audience (using PPTs, Demos and Whiteboard)
2. Deep expertise in designing AIML and GenAI/Agentic AI solutions on at least 1 major cloud platform (Azure, AWS and GCP)
3. Strong expertise in handling large and sophisticated RFPs/RFIs and collaborating with multiple service lines & platform vendors in a fast-paced environment
4. Strong relationship building skills and ability to provide technical advisory and guidance
5. Proven ability as Solution Architect designing and developing AIML applications
...",not sure,
AI Trainer - Advanced JavaScript Developers (US & Canada),2025-06-05,https://jobright.ai/jobs/info/68098476e37f072f9b8c84ec?utm_source=1100&utm_campaign=ml,Remote,"New York, NY",Prolific,101-250,"Crowdsourcing,Market Research",$40-$40 /hr,"1. JavaScript developer skills and verifiable professional experience as a JavaScript developer
2. A willingness to take our skills verification test to assess your suitability for our Domain Expert participant pool
3. Strong attention to detail and the ability to concentrate on complex tasks for up to one hour at a time
4. A reliable and fast internet connection and access to a computer
5. A willingness to self-declare your earnings, as our participants are self-employed
...",not sure,
Research Scientist Graduate (Security for AI) -2025 Start (PhD),2025-06-05,https://jobright.ai/jobs/info/6826c075d4b3f0b80946e320?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$145K-$355K /yr,"1. Currently enrolled in a PhD degree in Computer Science with the specific focus on machine learning, statistics, security or related technical fields.
2. Excellent knowledge of theory and practice of LLM and foundation model.
3. Strong publication record at leading conferences (NeurIPS, ICML, ICLR, ACL, EMNLP, etc.).
4. Excellent coding ability, familiar with data structures, and fundamental algorithm skills, proficient in Python or Go or Java, winners of competitions such as ACM/ICPC, USACO/NOI/IOI, Top Coder, Kaggle, etc. are preferred.",not sure,yes
Machine Learning Engineer Graduate (App Ads and Gaming) - 2025 Start (BS/MS),2025-06-05,https://jobright.ai/jobs/info/67be084744e96e2888026636?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$112K-$250K /yr,"1. BS/MS degree in Computer Science, Computer Engineering, or other relevant majors.
2. Excellent programming, debugging, and optimization skills in one or more general-purpose programming languages, including but not limited to Go, C/C++, and Python.
3. Familiarity with online experimentation methods and analytics.
4. Essential knowledge and skills in statistics.
5. Curiosity toward new technologies and entrepreneurship.",not sure,yes
Machine Learning Engineer Graduate (eCommerce Business Growth) - 2025 Start (MS/PhD),2025-06-04,https://jobright.ai/jobs/info/684a62079e00610331174bd0?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$104K-$195K /yr,"1. A bachelor's degree is required, with a strong preference for fields of study in computer science, statistics, and data mining.
2. Experienced with feature engineering from massive raw data, such as customer/shop/influencer profiling and e-commerce transactions.
3. Solid understanding and hands-on experience with data structures algorithms, machine learning models such as boosting trees, logistic regression, and clustering.
4. Proficient coding skills using Python, Spark, Tensorflow/PyTorch, and other deep learning tools.
5. A strong desire to learn and discover new things, result-oriented, customer-oriented, team player, and self-driven.",not sure,yes
Machine Learning Engineer Graduate (Commerce Ads) - 2025 Start (BS/MS),2025-06-04,https://jobright.ai/jobs/info/684a5ada90916af1d0d70360?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$114K-$250K /yr,"1. BS/MS degree in Computer Science, Computer Engineering, or other relevant majors, with related work experience.
2. Solid programming skills, including but not limited to: Go, C/C++, Python. Familiar with basic data structure and algorithms. Familiar with Linux development environment.
3. Good analytical thinking capability. Have essential knowledge and skills in statistics.
4. Good theoretical grounding in the machine and deep learning concepts and techniques (CNN/RNN/LSTM, etc.).
5. Familiar with the architecture and implementation of at least one mainstream machine learning programming framework (TensorFlow/PyTorch/MXNet), familiar with its architecture and implementation mechanism.",not sure,yes
"Postdoctoral Researcher, Embodied AI (PhD)",2025-06-04,https://jobright.ai/jobs/info/68033442767f65a95e566b0b?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
Seattle, WA
New York, NY",Meta,10000+,Internet,$117K-$173K /yr,"1. Currently has or is in the process of obtaining a PhD in the field of Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.
2. Experience with deep learning frameworks (such as pytorch, tensorflow) and Python.
3. Research experience in Digital Agents, Vision Language Models, Computer Vision, LLMs, NLP, reinforcement learning and tool usage.
4. Experience communicating research for public audiences of peers.
5. Must obtain work authorization in the country of employment at the time of hire, and maintain ongoing work authorization during employment.
...",no,
Machine Learning Engineer Graduate (TikTok E-Commerce - Conversational AI) -2025 Start (BS/MS),2025-06-04,https://jobright.ai/jobs/info/684a5791e9dbf48f4669ba1d?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$104K-$140K /yr,"1. Bachelor and above with majors in computer science, computer engineering, statistics, applied mathematics, data science or other related disciplines.
2. Large language models, natural language generation, machine translation, question answering, machine reading, information extraction, text mining and classification etc.
3. Familiar with at least one computer programming language, including but not limited to go/python/Java.
4. Experience of big data development, including but not limited to hive, spark.",not sure,yes
Machine Learning Engineer Graduate (E-Commerce Knowledge Graph - CV/Multimodal/NLP) -2025 Start (PhD),2025-06-04,https://jobright.ai/jobs/info/684a4d71bc3e78d501672bff?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$112K-$205K /yr,"1. PhD degree in Computer Science or a related technical field. Recent graduates are highly encouraged to apply!
2. Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline;
3. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.
4. Passion or exposure to areas like machine learning, NLP (Natural Language Processing), multimodal systems, and computer vision.
5. Familiarity with or coursework related to programming languages like C++, Python, Go, or Java.
...",no,yes
"AI / Machine Learning Engineer (early-career, on-site full time)",2025-06-04,https://jobright.ai/jobs/info/6840ecc13fcae41300c09c93?utm_source=1100&utm_campaign=ml,Hybrid,Possible,Lockheed Martin,10000+,"Aerospace,Cyber Security",$89300-$157435 /yr,"1. Bachelor’s Degree in Engineering, Computer Science, or other related discipline
2. Experience with large dataset management, exploration, visualization, and analysis
3. Experience with machine learning model training and analysis through open-source frameworks (Pytorch, Tensorflow, Sklearn, Keras, etc.)
4. Experience with Python and multiple libraries (NumPy, SciPy, Pandas, etc.)
5. Basic knowledge of training and analysis steps in a modern MLOps pipeline including labeling, local and global explainability, model export and serialization, conformance testing, deployment, and monitoring
...",no,
Machine Learning Engineer Graduate (E-commerce Governance Algorithms) - 2025 Start (PhD),2025-06-04,https://jobright.ai/jobs/info/680c543d7883eb2208f9a3d1?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$137K-$205K /yr,"1. PhD's degree in Computer Science or a related technical field. Recent graduates are highly encouraged to apply!
2. Current or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline;
3. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.
4. An understanding or keen interest in machine learning, NLP, or computer vision.
5. Familiarity with programming languages such as C++, Python, Go, or Java.",no,yes
Machine Learning Engineer Graduate (E-Commerce Supply Chain & Logistics) - 2025 Start (PhD),2025-06-04,https://jobright.ai/jobs/info/6826da4a5d451099c23f317a?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. Master's or PhD degree in fields such as artificial intelligence, computer science, operations research, automation, statistics, mathematics, or related disciplines, with experience in data mining and deep learning.
2. Proficient in machine learning and statistics, familiar with the principles and model structures of common machine learning and deep learning algorithms for classification, regression, and clustering, with practical application experience.
3. Proficient in programming languages such as Python/Java, possessing excellent coding abilities, and familiar with at least one common machine learning/deep learning framework (TensorFlow/PyTorch etc.).
4. Demonstrates a spirit of exploration, outstanding data analysis capabilities, strong initiative, and excellent teamwork and communication skills.",not sure,yes
Research Scientist in Generative AI Graduate (Intelligent Creation) - 2025 Start (PhD),2025-06-04,https://jobright.ai/jobs/info/6826ab8ed80c575285f45c35?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$130K-$195K /yr,"1. Final year Ph.D or recent Ph.D graduates in Computer Science or related engineering field
2. Excellent collaboration and interpersonal skills
3. Highly competent in algorithms and programming; Strong coding skills in Python/C++",not sure,yes
"Machine Learning Engineer, Enterprise GenAI",2025-06-04,https://jobright.ai/jobs/info/67f17fe3ab95e873e94bd0e4?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
NYC Metro Area
San Francisco Bay Area",Scale AI,501-1000,"Artificial Intelligence (AI),Data Collection and Labeling",$176000-$300000 /yr,"1. At least 1-3 years of model training, deployment and maintenance experience in a production environment
2. Strong skills in NLP, LLMs and deep learning
3. Solid background in algorithms, data structures, and object-oriented programming
4. Experience working with a cloud technology stack (eg. AWS or GCP) and developing machine learning models in a cloud environment
5. PhD or Masters in Computer Science or a related field",not sure,
"Software Engineer, Legal Prompter - Spanish Speaking",2025-06-04,https://jobright.ai/jobs/info/684022aea5606c33af0405f1?utm_source=1100&utm_campaign=ml,Hybrid,"Multi Location
Frisco, TX
Eagan, MN
Ann Arbor, MI
New York, NY",Thomson Reuters,10000+,"Advice,Analytics",$70K-$130K /yr,"1. Highly proficient in written and spoken Spanish. This can mean you are a native speaker, have a BA in the language or equivalent certification, or can demonstrate college-level proficiency in speaking, reading, and writing in that language.
2. Legal domain expertise experience in the LATAM legal market. This can mean experience in legal practice, a JD-holder in a 'non-traditional' legal career path, a courtroom interpreter, a paralegal, or legal industry experience.
3. One to two years of production level experience in software engineering on an engineering/product team, preferably at a startup
4. Proficiency in Python - if Python skills are low, then strong experience in other programming languages is necessary
5. Proficiency with APIs and SQL is a major plus
...",not sure,
Machine Learning Engineer Graduate (Location Based Service) - 2025 Start (PhD),2025-06-04,https://jobright.ai/jobs/info/680ef9f4c935732ccfa11bfa?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$145K-$250K /yr,"1. PhD Degree in Computer Science or related major.
2. Experienced in programming and algorithmic skills, proficient in languages such as Python, Golang, or C++.
3. Deep understanding of computer architectures, data structures and algorithms.
4. Experienced in one or more of the following topics: Tensorflow, Caffe, MxNet, PyTorch or other machine learning frameworks.
5. Have good team communication and collaboration skills.",not sure,yes
"Facilities Lab Manager, Quantum AI",2025-06-04,https://jobright.ai/jobs/info/68235c5f8267678db8ba6ce8?utm_source=1100&utm_campaign=ml,On Site,"Goleta, CA",Google,10000+,"Apps,Artificial Intelligence (AI)",$113000-$161000 /yr,"1. Bachelor's degree in Electrical Engineering, Computer Engineering, Computer Science, or a related field, or equivalent practical experience.
2. 1 year of experience with safety regulations and protocols in a research environment.
3. 1 year of experience with maintenance of lab facilities with CDA, LN2, House Vacuum, Process Chilled Water, DI/RO Water Systems, Process Exhaust, Chemical Waste Systems and other hazards/chemicals.
4. 1 year of experience overseeing electrical, mechanical, and plumbing construction in a research and development setting.",not sure,
Machine Learning Engineering Graduate (Local Services Search) - 2025 Start (BS/MS),2025-06-04,https://jobright.ai/jobs/info/680ca6fa1af7c73901195148?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$250K /yr,"1. Excellent analytical and problem-solving skills.
2. Strong foundation in machine learning and deep learning, with experience in: NLP (Natural Language Processing).
3. Personalization.
4. Exceptional coding skills with solid knowledge of data structures and algorithms.
5. Proficiency in Linux development environments.",not sure,yes
LLM Research Scientist Graduate (eCommerce Recommendation)- 2025 Start (PhD),2025-06-04,https://jobright.ai/jobs/info/67cef6b2ac946885a762bdcd?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. Final year or recent graduates with a background in Computer Science, related technical field or equivalent industry experience, with top artificial intelligence conference papers (NeurIPS, ICML, ICLR, CVPR, ACL, EMNLP, etc.) in machine learning (ML), computer vision (CV), natural language processing (NLP) and other fields.
2. Hands-on experience in one or more of the following areas: Large Language Models (LLM), Machine Learning, Deep Learning, Recommender Systems, Data Mining, or Natural Language Processing.
3. Excellent programming skills, data structure and algorithm skills, proficient in C/C++ or Python programming language.
4. Familiar with architecture and implementation of at least one mainstream machine learning programming framework (TensorFlow/PyTorch/MXNet).",not sure,yes
Machine Learning Software Engineer,2025-06-03,https://jobright.ai/jobs/info/684921babe75354223220f16?utm_source=1100&utm_campaign=ml,On Site,"San Diego, CA",Qualcomm,10000+,"Artificial Intelligence (AI),Generative AI",$140800-$211200 /yr,"1. Bachelor's or Master's degree in Computer Science, Engineering, or a related field
2. Proven experience in machine learning, software engineering, MLOps, or a related role
3. Proficiency in programming languages such as Python, Java, or C++
4. Experience with machine learning frameworks and libraries (e.g., TensorFlow, PyTorch, scikit-learn)
5. Strong understanding of software development principles and best practices
...",not sure,
